STATE_x,STATENAME_x,ST_CASE,VEH_NO,VE_FORMS_x,MONTH_x,MONTHNAME_x,DAY_x,HOUR_x,HOURNAME_x,MINUTE_x,MINUTENAME_x,HARM_EV_x,HARM_EVNAME_x,MAN_COLL_x,MAN_COLLNAME_x,NUMOCCS,NUMOCCSNAME,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR_x,MOD_YEARNAME_x,VPICMAKE_x,VPICMAKENAME_x,VPICMODEL_x,VPICMODELNAME_x,VPICBODYCLASS_x,VPICBODYCLASSNAME_x,MAKE_x,MAKENAME_x,MODEL,BODY_TYP_x,BODY_TYPNAME_x,ICFINALBODYNAME_x,GVWR_FROM_x,GVWR_FROMNAME_x,TOW_VEH_x,TOW_VEHNAME_x,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,J_KNIFE,J_KNIFENAME,CARGO_BTNAME,HAZ_INVNAME,BUS_USE,BUS_USENAME,SPEC_USE_x,SPEC_USENAME_x,EMER_USE_x,EMER_USENAME_x,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER_x,ROLLOVERNAME_x,ROLINLOC,ROLINLOCNAME,IMPACT1_x,IMPACT1NAME_x,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,FIRE_EXP_x,FIRE_EXPNAME_x,MAK_MOD_x,MAK_MODNAME_x,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,DEATHS,DR_DRINK,DR_DRINKNAME,DR_PRESNAME,L_STATE,L_STATENAME,DR_ZIP,DR_ZIPNAME,L_TYPE,L_TYPENAME,L_STATUS,L_STATUSNAME,CDL_STAT,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,PEDS,PERNOTMVIT,VE_TOTAL,PVH_INVL,PERSONS,PERMVIT,COUNTY_x,COUNTYNAME,CITY,CITYNAME,DAY_WEEK,DAY_WEEKNAME,YEAR,TWAY_ID,TWAY_ID2,ROUTE,ROUTENAME,RUR_URB_x,RUR_URBNAME_x,FUNC_SYS_x,FUNC_SYSNAME_x,RD_OWNER,RD_OWNERNAME,NHS,NHSNAME,SP_JUR,SP_JURNAME,MILEPT,MILEPTNAME,LATITUDE,LONGITUD,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS_x,SCH_BUSNAME_x,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS,PER_NO,VPICMODELNAME_y,MAK_MODNAME_y,AGE,AGENAME,SEX,SEXNAME,PER_TYP,PER_TYPNAME,INJ_SEV,INJ_SEVNAME,SEAT_POS,SEAT_POSNAME,REST_USE,REST_USENAME,REST_MIS,REST_MISNAME,HELM_USE,HELM_USENAME,HELM_MIS,HELM_MISNAME,AIR_BAG,AIR_BAGNAME,EJECTION,EJECTIONNAME,EJ_PATH,EJ_PATHNAME,EXTRICATNAME,DRINKING,DRINKINGNAME,ALC_STATUS,ALC_STATUSNAME,ATST_TYP,ATST_TYPNAME,ALC_RES,ALC_RESNAME,DRUGS,DRUGSNAME,DSTATUS,DSTATUSNAME,HOSPITAL,HOSPITALNAME,DOA,DOANAME,DEATH_MO,DEATH_MONAME,DEATH_DA,DEATH_DANAME,DEATH_YR,DEATH_YRNAME,DEATH_TM,DEATH_TMNAME,DEATH_HR,DEATH_HRNAME,DEATH_MN,DEATH_MNNAME,LAG_HRS,LAG_HRSNAME,LAG_MINS,LAG_MINSNAME,DEVTYPE,DEVTYPENAME,DEVMOTOR,WORK_INJ,WORK_INJNAME,HISPANIC,HISPANICNAME
1,Alabama,10014,1,1,1,January,8,7,7:00am-7:59am,0,0,18,Other Object (not fixed),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1,Alabama,1,Driver (in this crash) was Registered Owner,JS1VS55A3721,JS1VS55A3721,2007,2007,509,Suzuki,10272,VL800,82,Motorcycle - Cruiser,53,Suzuki,706,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,65,065 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,18,Other Object (not fixed),0,No or Not Reported,53706,Suzuki 750cc-over,J,S,1,V,S,5,5,A,3,7,2,1,1,0,No,Yes,1,Alabama,36322,36322,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,220,220 lbs.,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,5,Uphill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,0,0,1,0,1,1,45,DALE (45),0,NOT APPLICABLE,2,Monday,2024,SR-123,NAN,3,State Highway,1,Rural,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,347,347,31.52144444,-85.66138889,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,NAN,1,Daylight,1,Clear,0,No,0,Not Applicable,7,7:00am-7:59am,0,0,7,7:00am-7:59am,10,10,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1.0,VL800,Suzuki 750cc-over,59.0,59 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,5.0,DOT-Compliant Motorcycle Helmet,0.0,No Indication of Misuse,20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,0.0,No (Alcohol Not Involved),2.0,Test Given,1.0,Blood,0.0,0.000 % BAC,0.0,No (drugs not involved),2.0,Test Given,0.0,Not Transported for Treatment,7.0,Died at Scene,1.0,January,8.0,8,2024.0,2024,700.0,700,7.0,7:00-7:59,0.0,0,0.0,0,0.0,0,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
1,Alabama,10040,2,2,1,January,16,7,7:00am-7:59am,39,39,12,Motor Vehicle In-Transport,6,Angle,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1,Alabama,5,Vehicle was Stolen (reported by police),JS1SK43A2721,JS1SK43A2721,2007,2007,509,Suzuki,13157,DR-Z400S,85,Motorcycle - Dual Sport / Adventure / Supermoto / On/Off-road,53,Suzuki,704,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,50,050 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,53704,Suzuki 350-449cc,J,S,1,S,K,4,3,A,2,7,2,1,1,0,No,Yes,1,Alabama,36330,36330,0,Not Licensed,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,72,72,200,200 lbs.,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,67,"From crossing street, turning into opposite direction",99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,83,"K83-Changing Trafficway, Vehicle Turning-Turn Into Path-Turn Into Opposite Directions (Going Straight)",0,0,2,0,2,2,31,COFFEE (31),1030,ENTERPRISE,3,Tuesday,2024,MU-SHELLFIELD RD,GRAYTHORNE PL,6,Municipal,2,Urban,5,Major Collector,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,NAN,31.35751944,-85.85835833,0,No,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,NAN,1,Daylight,2,Rain,0,No,0,Not Applicable,7,7:00am-7:59am,42,42,7,7:00am-7:59am,48,48,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1.0,DR-Z400S,Suzuki 350-449cc,32.0,32 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,17.0,No Helmet,7.0,None Used/Not Applicable,20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,9.0,Reported as Unknown,0.0,Test Not Given,0.0,Test Not Given,996.0,Test Not Given,9.0,Reported as Unknown,0.0,Test Not Given,0.0,Not Transported for Treatment,7.0,Died at Scene,1.0,January,16.0,16,2024.0,2024,739.0,739,7.0,7:00-7:59,39.0,39,0.0,0,0.0,0,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
1,Alabama,10056,1,2,1,January,23,20,8:00pm-8:59pm,38,38,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1,Alabama,1,Driver (in this crash) was Registered Owner,JKBZXJE18FA0,JKBZXJE18FA0,2015,2015,510,Kawasaki,3173,Ninja ZX-6R,80,Motorcycle - Sport,73,Kawasaki,705,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,0,Non-Collision,6,Disabling Damage,6,Towed,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",0,No or Not Reported,73705,Kawasaki 450-749cc,J,K,B,Z,X,J,E,1,8,F,A,0,1,1,Yes,Yes,1,Alabama,36092,36092,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,1,Restrictions Complied With,68,68,169,169 lbs.,1,1,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,2,February,2020,2020,2,February,2020,2020,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,67,"From crossing street, turning into opposite direction",98,Other actions (specify:),2,Skidding longitudinally  rotation less than 30 degrees,1,Stayed in original travel lane,98,M98-Other Crash Type,0,0,2,0,2,2,51,ELMORE (51),3270,WETUMPKA,3,Tuesday,2024,SR-14,TALLASSEE ST,3,State Highway,2,Urban,4,Minor Arterial,1,State Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,1710,1710,32.54269444,-86.22516389,0,No,2,Intersection,3,T-Intersection,1,On Roadway,0,NAN,3,Dark - Lighted,10,Cloudy,0,No,0,Not Applicable,20,8:00pm-8:59pm,51,51,20,8:00pm-8:59pm,56,56,21,9:00pm-9:59pm,20,20,1,1.0,Ninja ZX-6R,Kawasaki 450-749cc,30.0,30 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,98.0,Not Reported,7.0,None Used/Not Applicable,20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,9.0,Reported as Unknown,2.0,Test Given,4.0,Vitreous,97.0,0.097 % BAC,9.0,Reported as Unknown,2.0,Test Given,5.0,EMS Ground,0.0,Not Applicable,1.0,January,23.0,23,2024.0,2024,9999.0,Unknown,99.0,Unknown,99.0,Unknown,999.0,Unknown,99.0,Unknown,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
1,Alabama,10057,1,1,1,January,23,21,9:00pm-9:59pm,3,3,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1,Alabama,1,Driver (in this crash) was Registered Owner,ZDMDAGNW7MB0,ZDMDAGNW7MB0,2021,2021,568,Ducati,27947,Panigale,98,Motorcycle - Street,71,Ducati,706,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,33,Curb,0,No or Not Reported,71706,Ducati 750cc or greater,Z,D,M,D,A,G,N,W,7,M,B,0,1,0,No,Yes,1,Alabama,36752,36752,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,170,170 lbs.,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,1,1,0,NAN,12,December,2023,2023,12,December,2023,2023,9,Reported as Unknown,2,"Two-Way, Divided, Unprotected Median",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road,0,0,1,0,1,1,81,LEE (81),200,AUBURN,3,Tuesday,2024,MU-AUTOMOTIVE BLVD,NAN,6,Municipal,2,Urban,7,Local,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,NAN,32.55632778,-85.49756389,0,No,3,Intersection-Related,6,Roundabout,3,On Median,0,NAN,3,Dark - Lighted,1,Clear,0,No,0,Not Applicable,21,9:00pm-9:59pm,3,3,21,9:00pm-9:59pm,15,15,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1.0,Panigale,Ducati 750cc or greater,18.0,18 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,5.0,DOT-Compliant Motorcycle Helmet,0.0,No Indication of Misuse,20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,8.0,Not Reported,0.0,Test Not Given,0.0,Test Not Given,996.0,Test Not Given,8.0,Not Reported,0.0,Test Not Given,0.0,Not Transported for Treatment,7.0,Died at Scene,1.0,January,23.0,23,2024.0,2024,2103.0,2103,21.0,21:00-21:59,3.0,3,0.0,0,0.0,0,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
1,Alabama,10064,2,2,1,January,26,16,4:00pm-4:59pm,33,33,12,Motor Vehicle In-Transport,6,Angle,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,91,Not Reported,0,"Not Applicable, Vehicle Not Registered",ML5EXER17RDA,ML5EXER17RDA,2024,2024,510,Kawasaki,3391,Ninja 650,80,Motorcycle - Sport,73,Kawasaki,705,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,73705,Kawasaki 450-749cc,M,L,5,E,X,E,R,1,7,R,D,A,1,0,No,Yes,1,Alabama,36608,36608,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,70,70,150,150 lbs.,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,No Record,0,No Record,0,No Record,0,No Record,0,No,2,"Two-Way, Divided, Unprotected Median",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",2,Wet,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,16,Braking,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)",0,0,2,0,3,3,97,MOBILE (97),2100,MOBILE,6,Friday,2024,MU-HILLCREST RD,NAN,6,Municipal,2,Urban,4,Minor Arterial,4,City or Municipal Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,NAN,30.67455,-88.19058056,0,No,8,Driveway Access Related,1,Not an Intersection,1,On Roadway,0,NAN,1,Daylight,10,Cloudy,0,No,0,Not Applicable,16,4:00pm-4:59pm,36,36,16,4:00pm-4:59pm,39,39,16,4:00pm-4:59pm,49,49,1,1.0,Ninja 650,Kawasaki 450-749cc,18.0,18 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,19.0,"Helmet, Unknown if DOT-Compliant",0.0,No Indication of Misuse,20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,0.0,No (Alcohol Not Involved),2.0,Test Given,1.0,Blood,0.0,0.000 % BAC,0.0,No (drugs not involved),2.0,Test Given,5.0,EMS Ground,0.0,Not Applicable,1.0,January,26.0,26,2024.0,2024,9999.0,Unknown,99.0,Unknown,99.0,Unknown,999.0,Unknown,99.0,Unknown,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
1,Alabama,10069,1,1,1,January,27,1,1:00am-1:59am,0,0,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1,Alabama,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1HD1FCW193Y6,1HD1FCW193Y6,2003,2003,3888,Harley-Davidson,8509,Electra Glide Ultra Classic,81,Motorcycle - Touring / Sport Touring,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,45,045 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,3,Immersion or Partial Immersion,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,F,C,W,1,9,3,Y,6,1,0,No,Yes,47,Tennessee,38452,38452,1,Full Driver License,2,Revoked,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,180,180 lbs.,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,0,No Record,0,No Record,0,No Record,0,No Record,4,"Yes, Too Fast for Conditions",1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,3,Curve Left,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",2,Wet,97,Not Reported,8,Not Reported,14,Negotiating a Curve,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road,0,0,1,0,1,1,77,LAUDERDALE (77),0,NOT APPLICABLE,7,Saturday,2024,CR-5,NAN,4,County,1,Rural,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,NAN,34.91396944,-87.86595,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,NAN,2,Dark - Not Lighted,2,Rain,0,No,0,Not Applicable,1,1:00am-1:59am,23,23,1,1:00am-1:59am,50,50,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1.0,Electra Glide Ultra Classic,Harley-Davidson 750cc or greater,62.0,62 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,16.0,"Helmet, Other than DOT-Compliant Motorcycle Helmet",1.0,"Yes, Indication of Misuse",20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,0.0,No (Alcohol Not Involved),2.0,Test Given,1.0,Blood,0.0,0.000 % BAC,0.0,No (drugs not involved),2.0,Test Given,0.0,Not Transported for Treatment,7.0,Died at Scene,1.0,January,27.0,27,2024.0,2024,100.0,100,1.0,1:00-1:59,0.0,0,0.0,0,0.0,0,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
1,Alabama,10095,1,1,2,February,10,18,6:00pm-6:59pm,25,25,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1,Alabama,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1HD1GP4137K3,1HD1GP4137K3,2007,2007,3888,Harley-Davidson,11056,Dyna Wide Glide,94,Motorcycle - Custom,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,778000000000.0,No Trailing Units,778000000000.0,No Trailing Units,77,No Trailing Units,77,0,Not an Articulated Vehicle,Not Applicable (N/A),No,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,60,060 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,30,Utility Pole/Light Support,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,G,P,4,1,3,7,K,3,1,1,Yes,Yes,1,Alabama,36322,36322,1,Full Driver License,6,Valid,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,195,195 lbs.,0,NAN,0,NAN,0,NAN,0,NAN,0,NAN,1,1,2,2,2,February,2019,2019,9,September,2023,2023,3,"Yes, Exceeded Speed Limit",1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,6,Downhill,2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road,0,0,1,0,1,1,45,DALE (45),0,NOT APPLICABLE,7,Saturday,2024,CR-PARRISH RD,NAN,4,County,1,Rural,7,Local,2,County Highway Agency,0,This Section IS NOT on the NHS,0,No Special Jurisdiction,0,NAN,31.27665278,-85.68784444,0,No,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,NAN,2,Dark - Not Lighted,1,Clear,0,No,0,Not Applicable,18,6:00pm-6:59pm,25,25,18,6:00pm-6:59pm,30,30,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1.0,Dyna Wide Glide,Harley-Davidson 750cc or greater,63.0,63 Years,1.0,Male,1.0,Driver of a Motor Vehicle In-Transport,4.0,Fatal Injury (K),11.0,"Front Seat, Left Side",20.0,None Used/Not Applicable,7.0,None Used/Not Applicable,16.0,"Helmet, Other than DOT-Compliant Motorcycle Helmet",0.0,No Indication of Misuse,20.0,Not Deployed,8.0,Not Applicable,0.0,Ejection Path Not Applicable,Not Extricated or Not Applicable,1.0,Yes (Alcohol Involved),2.0,Test Given,3.0,Urine,51.0,0.051 % BAC,0.0,No (drugs not involved),2.0,Test Given,0.0,Not Transported for Treatment,7.0,Died at Scene,2.0,February,10.0,10,2024.0,2024,1825.0,1825,18.0,18:00-18:59,25.0,25,0.0,0,0.0,0,96.0,Occupant of a Motor Vehicle,8.0,0.0,No,7.0,Non-Hispanic
