STATE,STATENAME,ST_CASE,VEH_NO,VE_FORMS,MONTH,MONTHNAME,DAY,DAYNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,NUMOCCS,NUMOCCSNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,MAKENAME,MODEL,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TOW_VEH,TOW_VEHNAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME,J_KNIFE,J_KNIFENAME,MCARR_ID,MCARR_IDNAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,V_CONFIG,V_CONFIGNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,FIRE_EXP,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,DEATHS,DR_DRINK,DR_DRINKNAME,DR_PRES,DR_PRESNAME,L_STATE,L_STATENAME,DR_ZIP,DR_ZIPNAME,L_TYPE,L_TYPENAME,L_STATUS,L_STATUSNAME,CDL_STAT,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME
12,Florida,120687,1,2,3,March,17,17,21,9:00pm-9:59pm,6,6,12,Motor Vehicle In-Transport,1,Front-to-Rear,2,2,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),JS1GR7NA7F21,JS1GR7NA7F21,2015,2015,509,Suzuki,10229,GSX-S750ZL/GSX-S750L,6,Motorcycle - Standard,53,Suzuki,705,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,65,065 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,53705,Suzuki 450-749cc,J,S,1,G,R,7,N,A,7,F,2,1,1,1,Yes,1,Yes,12,Florida,33064,33064,0,Not Licensed,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,999,Unknown,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,2,"Two-Way, Divided, Unprotected Median",5,Five lanes,65,65 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,52,Traveling in same direction while decelerating,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,28,"D28-Same Trafficway, Same Direction-Rear End-Decelerating (Slowing)"
12,Florida,120690,1,2,3,March,20,20,21,9:00pm-9:59pm,4,4,12,Motor Vehicle In-Transport,6,Angle,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,JS1GN7CA7421,JS1GN7CA7421,2004,2004,509,Suzuki,13233,GSX-R600K,80,Motorcycle - Sport,53,Suzuki,705,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,70,070 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,53705,Suzuki 450-749cc,J,S,1,G,N,7,C,A,7,4,2,1,1,0,No,1,Yes,12,Florida,34233,34233,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,75,75,999,Unknown,0,,0,,0,,0,,0,,1,1,0,,9,September,2022,2022,9,September,2022,2022,3,"Yes, Exceeded Speed Limit",2,"Two-Way, Divided, Unprotected Median",3,Three lanes,45,45 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)"
12,Florida,120695,2,2,3,March,27,27,15,3:00pm-3:59pm,30,30,12,Motor Vehicle In-Transport,6,Angle,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,L08YCNFC3M10,L08YCNFC3M10,2021,2021,10199,Apollo,26520,Street Bike,98,Motorcycle - Street,98,Other Make,703,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,20,020 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,4,Functional Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,98703,Other Make 125-349cc,L,0,8,Y,C,N,F,C,3,M,1,0,1,1,Yes,1,Yes,12,Florida,33542,33542,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,20,20 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,60,From adjacent lane (same direction) over left lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)"
12,Florida,120701,1,3,2,February,10,10,4,4:00am-4:59am,45,45,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,1HD1CGP12VY2,1HD1CGP12VY2,1997,1997,3888,Harley-Davidson,11587,XL 1200,82,Motorcycle - Cruiser,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,100,100 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,C,G,P,1,2,V,Y,2,1,0,No,1,Yes,12,Florida,33324,33324,1,Full Driver License,6,Valid,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,72,72,999,Unknown,2,2,0,,0,,1,1,0,,0,,0,,9,September,2020,2020,11,November,2023,2023,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",4,Four lanes,70,70 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,51,Traveling in same direction with lower steady speed,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,24,"D24-Same Trafficway, Same Direction-Rear End-Slower"
12,Florida,120715,1,2,3,March,5,5,8,8:00am-8:59am,40,40,12,Motor Vehicle In-Transport,6,Angle,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),1HD1FFW153Y6,1HD1FFW153Y6,2003,2003,3888,Harley-Davidson,11419,Electra Glide Classic 100th Anniversary / Electra Glide Classic,81,Motorcycle - Touring / Sport Touring,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,50,050 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,F,F,W,1,5,3,Y,6,1,1,Yes,1,Yes,12,Florida,32210,32210,1,Full Driver License,1,Suspended,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,67,67,999,Unknown,0,,0,,0,,1,1,0,,0,,0,,1,January,2020,2020,1,January,2020,2020,0,No,1,"Two-Way, Not Divided",2,Two lanes,30,30 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,20,Stop Sign,3,Device Functioning Properly,1,Going Straight,17,Crossing Over (Passing Through) Junction,16,Braking,1,Tracking,1,Stayed in original travel lane,88,L88-Intersecting Paths-Straight Paths-Striking from the Left
12,Florida,120729,1,3,3,March,11,11,10,10:00am-10:59am,49,49,12,Motor Vehicle In-Transport,6,Angle,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,JS1GW71AX621,JS1GW71AX621,2006,2006,509,Suzuki,2123,GSX1300R,80,Motorcycle - Sport,53,Suzuki,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,90,090 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,53706,Suzuki 750cc-over,J,S,1,G,W,7,1,A,X,6,2,1,1,0,No,1,Yes,12,Florida,33054,33054,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,70,70,999,Unknown,4,4,0,,0,,4,4,0,,1,1,0,,1,January,2020,2020,8,August,2023,2023,3,"Yes, Exceeded Speed Limit",2,"Two-Way, Divided, Unprotected Median",3,Three lanes,40,40 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,62,From opposite direction  over left lane line,16,Braking,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)"
12,Florida,120731,1,1,3,March,18,18,0,0:00am-0:59am,6,6,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,99,Unknown,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),1,Yes,91,Not Reported,9,Unknown,1E+12,Reported as Unknown,9999,Unknown,99999,Unknown,99999,Unknown,80,Motorcycle - Sport,99,Unknown Make,709,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,9,Reported as Unknown,5,Not Towed,8,Pedestrian,0,No or Not Reported,99709,Unknown Make Unknown cc,9,9,9,9,9,9,9,9,9,9,9,9,0,0,No,1,Yes,99,Reported as Unknown,99999,Reported as Unknown,9,Unknown License Type,9,Unknown License Status,99,Unknown License Status,9,"Unknown, if required",9,Unknown,9,Unknown,999,Unknown,999,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,99,Unknown,9999,Unknown,99,Unknown,9999,Unknown,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",4,Four lanes,45,45 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,80,Pedestrian in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal
12,Florida,120740,2,2,3,March,28,28,21,9:00pm-9:59pm,43,43,12,Motor Vehicle In-Transport,6,Angle,2,2,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,1HD1JL5169Y0,1HD1JL5169Y0,2009,2009,3888,Harley-Davidson,11145,Softail Custom,94,Motorcycle - Custom,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,40,040 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,J,L,5,1,6,9,Y,0,1,0,No,1,Yes,12,Florida,33976,33976,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,40,40 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,17,Crossing Over (Passing Through) Junction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,"J69-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight)"
12,Florida,120758,1,1,1,January,27,27,1,1:00am-1:59am,21,21,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,JS1GR7MA6H21,JS1GR7MA6H21,2017,2017,509,Suzuki,13163,GSX-R750,80,Motorcycle - Sport,53,Suzuki,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,45,045 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,24,Guardrail Face,0,No or Not Reported,53706,Suzuki 750cc-over,J,S,1,G,R,7,M,A,6,H,2,1,1,0,No,1,Yes,12,Florida,32837,32837,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,6,Entrance/Exit Ramp,1,One lane,45,45 MPH,2,Curve Right,5,Uphill,8,Not Reported,1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road
12,Florida,120760,1,1,3,March,23,23,23,11:00pm-11:59pm,29,29,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,WB1053401DZL,WB1053401DZL,2013,2013,452,BMW,1742,S 1000 RR,80,Motorcycle - Sport,34,BMW,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,100,100 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,25,Concrete Traffic Barrier,0,No or Not Reported,34706,BMW 750cc and over,W,B,1,0,5,3,4,0,1,D,Z,L,1,1,Yes,1,Yes,12,Florida,32505,32505,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",66,66,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,6,Entrance/Exit Ramp,2,Two lanes,45,45 MPH,2,Curve Right,6,Downhill,8,Not Reported,1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road
12,Florida,120761,1,1,3,March,25,25,17,5:00pm-5:59pm,32,32,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,1HD1KRM10FB6,1HD1KRM10FB6,2015,2015,3888,Harley-Davidson,8516,Street Glide Special,81,Motorcycle - Touring / Sport Touring,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,45,045 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,9,Pedalcyclist,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,K,R,M,1,0,F,B,6,1,1,Yes,1,Yes,12,Florida,32514,32514,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,71,71,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,4,One-Way Trafficway,1,One lane,45,45 MPH,1,Straight,1,Level,8,Not Reported,1,Dry,0,No Controls,0,No Controls,1,Going Straight,83,Pedalcyclist or other non-motorist in road,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,13,C13-Single Driver-Forward Impact-Pedestrian/ Animal
12,Florida,120767,1,1,3,March,23,23,23,11:00pm-11:59pm,17,17,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,12,Florida,1,Driver (in this crash) was Registered Owner,JH2SC6672FK5,JH2SC6672FK5,2015,2015,474,Honda,12160,VT1300 (Interstate),82,Motorcycle - Cruiser,37,Honda,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,998,Not Reported,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,33,Curb,0,No or Not Reported,37706,Honda 750 cc or greater,J,H,2,S,C,6,6,7,2,F,K,5,1,1,Yes,1,Yes,12,Florida,33830,33830,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",64,64,999,Unknown,0,,0,,0,,0,,0,,0,,1,1,2,February,2024,2024,2,February,2024,2024,0,No,2,"Two-Way, Divided, Unprotected Median",2,Two lanes,35,35 MPH,2,Curve Right,3,Hillcrest,8,Not Reported,1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,12,Off the edge of the road on the left side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,6,B6-Single Driver-Left Roadside Departure-Drive Off Road
