STATE,STATENAME,ST_CASE,VEH_NO,VE_FORMS,MONTH,MONTHNAME,DAY,DAYNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,NUMOCCS,NUMOCCSNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,REG_STAT,REG_STATNAME,OWNER,OWNERNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,MAKENAME,MODEL,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TOW_VEH,TOW_VEHNAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME,J_KNIFE,J_KNIFENAME,MCARR_ID,MCARR_IDNAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,V_CONFIG,V_CONFIGNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,FIRE_EXP,FIRE_EXPNAME,MAK_MOD,MAK_MODNAME,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,DEATHS,DR_DRINK,DR_DRINKNAME,DR_PRES,DR_PRESNAME,L_STATE,L_STATENAME,DR_ZIP,DR_ZIPNAME,L_TYPE,L_TYPENAME,L_STATUS,L_STATUSNAME,CDL_STAT,CDL_STATNAME,L_ENDORS,L_ENDORSNAME,L_COMPL,L_COMPLNAME,L_RESTRI,L_RESTRINAME,DR_HGT,DR_HGTNAME,DR_WGT,DR_WGTNAME,PREV_ACC,PREV_ACCNAME,PREV_SUS1,PREV_SUS1NAME,PREV_SUS2,PREV_SUS2NAME,PREV_SUS3,PREV_SUS3NAME,PREV_DWI,PREV_DWINAME,PREV_SPD,PREV_SPDNAME,PREV_OTH,PREV_OTHNAME,FIRST_MO,FIRST_MONAME,FIRST_YR,FIRST_YRNAME,LAST_MO,LAST_MONAME,LAST_YR,LAST_YRNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VPAVETYP,VPAVETYPNAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME
36,New York,360493,1,1,4,April,20,20,12,12:00pm-12:59pm,28,28,5,Fell/Jumped from Vehicle,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,1HD1FB4158Y6,1HD1FB4158Y6,2008,2008,3888,Harley-Davidson,8508,Road King,81,Motorcycle - Touring / Sport Touring,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,55,055 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,0,Non-Collision,6,Disabling Damage,6,Towed,31,"Post, Pole or Other Supports",0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,F,B,4,1,5,8,Y,6,1,1,Yes,1,Yes,36,New York,12566,12566,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",65,65,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,1,Straight,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,1,Going Straight,9,Unknown cause of control loss,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,0,M0-No Impact
36,New York,360500,1,2,7,July,18,18,13,1:00pm-1:59pm,8,8,12,Motor Vehicle In-Transport,6,Angle,2,2,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,1HD1KTC1XHB6,1HD1KTC1XHB6,2017,2017,3888,Harley-Davidson,12631,FLTRXS / Road Glide Special,81,Motorcycle - Touring / Sport Touring,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,7,"Damage Reported, Extent Unknown",6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,K,T,C,1,X,H,B,6,1,0,No,1,Yes,36,New York,14760,14760,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,73,73,999,Unknown,1,1,0,,0,,0,,0,,0,,0,,5,May,2022,2022,5,May,2022,2022,0,No,2,"Two-Way, Divided, Unprotected Median",2,Two lanes,55,55 MPH,3,Curve Left,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,16,Merging,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",47,"F47-Same Trafficway, Same Direction-Angle, Sideswipe-Changing Lanes to the Left"
36,New York,360502,1,1,7,July,26,26,14,2:00pm-2:59pm,48,48,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,1HFSC3201SA0,1HFSC3201SA0,1995,1995,474,Honda,12662,VT1100C2 (SHADOW ACE),82,Motorcycle - Cruiser,37,Honda,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,7,"Damage Reported, Extent Unknown",6,Towed,30,Utility Pole/Light Support,0,No or Not Reported,37706,Honda 750 cc or greater,1,H,F,S,C,3,2,0,1,S,A,0,1,0,No,1,Yes,36,New York,12850,12850,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,3,"Restrictions, Compliance Unknown",61,61,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,1,"Two-Way, Not Divided",3,Three lanes,30,30 MPH,3,Curve Left,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,13,Off the edge of the road on the right side,7,Steering right,2,Skidding longitudinally  rotation less than 30 degrees,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road
36,New York,360504,2,2,8,August,14,14,22,10:00pm-10:59pm,29,29,12,Motor Vehicle In-Transport,6,Angle,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,0,"Not Applicable, Vehicle Not Registered",7TYFLABC6PF0,7TYFLABC6PF0,2023,2023,11697,FLY E-BIKE,30633,FLY-7,98,Motorcycle - Street,98,Other Make,707,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,82,Right-Front Side,7,"Damage Reported, Extent Unknown",6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,98707,Other Make Electric Motorcycle,7,T,Y,F,L,A,B,C,6,P,F,0,1,0,No,1,Yes,36,New York,11207,11207,0,Not Licensed,0,Not licensed,0,No (CDL),0,No Endorsements required for this vehicle,0,Not licensed,0,No Restrictions or Not Applicable,999,Unknown,999,Unknown,0,,0,,0,,2,2,0,,0,,0,,10,October,2020,2020,5,May,2024,2024,0,No,1,"Two-Way, Not Divided",2,Two lanes,25,25 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,66,"From crossing street, across path",99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,87,L87-Intersecting Paths-Straight Paths-Struck on the Right
36,New York,360505,1,1,7,July,16,16,17,5:00pm-5:59pm,52,52,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,99,Reported as Unknown,9,Unknown,1E+12,Reported as Unknown,2020,2020,509,Suzuki,99999,Unknown,125,Motorcycle - Unknown Body Class,53,Suzuki,709,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,30,Utility Pole/Light Support,0,No or Not Reported,53709,Suzuki Unknown cc,9,9,9,9,9,9,9,9,9,9,9,9,1,0,No,1,Yes,36,New York,11948,11948,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",69,69,999,Unknown,1,1,0,,0,,0,,0,,0,,0,,5,May,2021,2021,5,May,2021,2021,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,40,40 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road
36,New York,360510,1,3,7,July,19,19,14,2:00pm-2:59pm,30,30,12,Motor Vehicle In-Transport,2,Front-to-Front,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,JKAEJEA151A0,JKAEJEA151A0,2001,2001,510,Kawasaki,13024,W650,80,Motorcycle - Sport,73,Kawasaki,705,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,73705,Kawasaki 450-749cc,J,K,A,E,J,E,A,1,5,1,A,0,1,0,No,1,Yes,36,New York,12966,12966,1,Full Driver License,6,Valid,6,Valid,0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",73,73,999,Unknown,1,1,0,,0,,0,,0,,0,,0,,5,May,2024,2024,5,May,2024,2024,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,2,Curve Right,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,97,Not Reported,8,Not Reported,14,Negotiating a Curve,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,9,Precrash stability unknown,2,"Stayed on roadway, but left original travel lane",50,"G50-Same Trafficway, Opposite Direction-Head-On-Lateral Move (Left/Right)"
36,New York,360511,1,2,8,August,8,8,19,7:00pm-7:59pm,52,52,12,Motor Vehicle In-Transport,6,Angle,2,2,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,JS1GN7FA0H21,JS1GN7FA0H21,2017,2017,509,Suzuki,13162,GSX-R600,80,Motorcycle - Sport,53,Suzuki,705,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,53705,Suzuki 450-749cc,J,S,1,G,N,7,F,A,0,H,2,1,1,0,No,1,Yes,36,New York,14472,14472,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",70,70,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,35,35 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,1,Tracking,2,"Stayed on roadway, but left original travel lane",73,"J73-Changing Trafficway, Vehicle Turning-Turn Across Path-Initial Same Directions (Going Straight)"
36,New York,360515,1,2,8,August,11,11,8,8:00am-8:59am,50,50,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),JH2PC40J8NK8,JH2PC40J8NK8,2022,2022,474,Honda,14060,CBR600,80,Motorcycle - Sport,37,Honda,705,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,62,Left-Front Side,6,Disabling Damage,6,Towed,24,Guardrail Face,0,No or Not Reported,37705,Honda 450-749 cc,J,H,2,P,C,4,0,J,8,N,K,8,1,0,No,1,Yes,36,New York,11355,11355,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,69,69,999,Unknown,1,1,0,,0,,0,,0,,0,,1,1,3,March,2020,2020,6,June,2020,2020,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",3,Three lanes,65,65 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,15,Changing Lanes,10,Over the lane line on left side of travel lane,99,Unknown/Not Reported,9,Precrash stability unknown,2,"Stayed on roadway, but left original travel lane",47,"F47-Same Trafficway, Same Direction-Angle, Sideswipe-Changing Lanes to the Left"
36,New York,360515,2,2,8,August,11,11,8,8:00am-8:59am,50,50,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,2,Driver (in this crash) Not Registered Owner (Other Private Owner Listed),WB10E230XN6F,WB10E230XN6F,2022,2022,452,BMW,1742,S 1000 RR,80,Motorcycle - Sport,34,BMW,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,82,Right-Front Side,7,"Damage Reported, Extent Unknown",6,Towed,12,Motor Vehicle In-Transport,0,No or Not Reported,34706,BMW 750cc and over,W,B,1,0,E,2,3,0,X,N,6,F,0,0,No,1,Yes,48,Texas,11355,11355,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,999,Unknown,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,0,No,3,"Two-Way,  Divided, Positive  Median Barrier",3,Three lanes,65,65 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,1,Going Straight,61,From adjacent lane (same direction) over right lane line,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,45,"F45-Same Trafficway, Same Direction-Angle, Sideswipe-Straight Ahead on Left/Right"
36,New York,360517,1,1,8,August,3,3,20,8:00pm-8:59pm,10,10,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,1HD1TC824DB9,1HD1TC824DB9,2013,2013,3888,Harley-Davidson,11312,CVO Road Glide Custom 2,81,Motorcycle - Touring / Sport Touring,72,Harley-Davidson,706,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,60,060 MPH,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,7,"Damage Reported, Extent Unknown",6,Towed,24,Guardrail Face,0,No or Not Reported,72706,Harley-Davidson 750cc or greater,1,H,D,1,T,C,8,2,4,D,B,9,1,0,No,1,Yes,36,New York,14546,14546,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,999,Unknown,0,,0,,0,,0,,0,,0,,0,,0,No Record,0,No Record,0,No Record,0,No Record,5,"Yes, Specifics Unknown",1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,1,Straight,1,Level,2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,98,Other(specify:),6,Traveling Too Fast for Conditions or Road Configuration,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,7,B7-Single Driver-Left Roadside Departure-Control/Traction Loss
36,New York,360518,1,1,8,August,13,13,21,9:00pm-9:59pm,41,41,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,36,New York,1,Driver (in this crash) was Registered Owner,MH3RH18Y4PK0,MH3RH18Y4PK0,2023,2023,564,Yamaha,30328,YZF-R3,80,Motorcycle - Sport,76,Yamaha,703,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,30,Utility Pole/Light Support,0,No or Not Reported,76703,Yamaha 125-349cc,M,H,3,R,H,1,8,Y,4,P,K,0,1,0,No,1,Yes,36,New York,12449,12449,1,Full Driver License,6,Valid,0,No (CDL),0,No Endorsements required for this vehicle,3,Valid license for this class vehicle,3,"Restrictions, Compliance Unknown",66,66,999,Unknown,1,1,0,,0,,0,,0,,0,,0,,4,April,2024,2024,4,April,2024,2024,0,No,1,"Two-Way, Not Divided",2,Two lanes,30,30 MPH,1,Straight,1,Level,1,Concrete,1,Dry,0,No Controls,0,No Controls,1,Going Straight,13,Off the edge of the road on the right side,99,Unknown/Not Reported,1,Tracking,4,Departed roadway,1,A1-Single Driver-Right Roadside Departure-Drive Off Road
36,New York,360519,1,1,8,August,9,9,22,10:00pm-10:59pm,32,32,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,1,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,92,No Registration,0,"Not Applicable, Vehicle Not Registered",8.88889E+11,Not Reported,2016,2016,510,Kawasaki,99999,Unknown,6,Motorcycle - Standard,73,Kawasaki,709,80,Two Wheel Motorcycle (excluding motor scooters),0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,7.77778E+11,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,7,Not Applicable,8,Not Applicable,8,Not Applicable,12,12 Clock Point,6,Disabling Damage,6,Towed,24,Guardrail Face,0,No or Not Reported,73709,Kawasaki Unknown cc,8,8,8,8,8,8,8,8,8,8,8,8,1,0,No,1,Yes,36,New York,13027,13027,1,Full Driver License,1,Suspended,0,No (CDL),0,No Endorsements required for this vehicle,2,No valid license for this class vehicle,0,No Restrictions or Not Applicable,68,68,999,Unknown,2,2,0,,0,,17,17,0,,0,,1,1,7,July,2020,2020,11,November,2022,2022,4,"Yes, Too Fast for Conditions",6,Entrance/Exit Ramp,1,One lane,65,65 MPH,3,Curve Left,2,"Grade, Unknown Slope",2,"Blacktop, Bituminous, or Asphalt",1,Dry,0,No Controls,0,No Controls,14,Negotiating a Curve,13,Off the edge of the road on the right side,99,Unknown/Not Reported,9,Precrash stability unknown,4,Departed roadway,2,A2-Single Driver-Right Roadside Departure-Control/Traction Loss
